,index,segment_name,shift,cov,cov_abs,flag_peak_max_cov_abs,flag_peak_auto,flag_instantaneous_default_lag
0,2016-10-24 11:30:05,20161024113000_iter1,-100,-190.56103017610968,190.56103017610968,False,False,False
1,2016-10-24 11:30:04.950000,20161024113000_iter1,-99,-190.1952191831421,190.1952191831421,False,False,False
2,2016-10-24 11:30:04.900000,20161024113000_iter1,-98,-191.06017074909033,191.06017074909033,False,False,False
3,2016-10-24 11:30:04.850000,20161024113000_iter1,-97,-192.7219670511909,192.7219670511909,False,False,False
4,2016-10-24 11:30:04.800000,20161024113000_iter1,-96,-194.43438435835898,194.43438435835898,False,False,False
5,2016-10-24 11:30:04.750000,20161024113000_iter1,-95,-194.4827066934051,194.4827066934051,False,False,False
6,2016-10-24 11:30:04.700000,20161024113000_iter1,-94,-196.6030175213188,196.6030175213188,False,False,False
7,2016-10-24 11:30:04.650000,20161024113000_iter1,-93,-199.37031550571535,199.37031550571535,False,False,False
8,2016-10-24 11:30:04.600000,20161024113000_iter1,-92,-202.2141916976169,202.2141916976169,False,False,False
9,2016-10-24 11:30:04.550000,20161024113000_iter1,-91,-206.7062328423186,206.7062328423186,False,False,False
10,2016-10-24 11:30:04.500000,20161024113000_iter1,-90,-207.3291591510776,207.3291591510776,False,False,False
11,2016-10-24 11:30:04.450000,20161024113000_iter1,-89,-207.80517875148064,207.80517875148064,False,False,False
12,2016-10-24 11:30:04.400000,20161024113000_iter1,-88,-209.11422516248615,209.11422516248615,False,False,False
13,2016-10-24 11:30:04.350000,20161024113000_iter1,-87,-208.7223140971939,208.7223140971939,False,False,False
14,2016-10-24 11:30:04.300000,20161024113000_iter1,-86,-208.36807984885888,208.36807984885888,False,False,False
15,2016-10-24 11:30:04.250000,20161024113000_iter1,-85,-206.73530933971773,206.73530933971773,False,False,False
16,2016-10-24 11:30:04.200000,20161024113000_iter1,-84,-206.6898975828847,206.6898975828847,False,False,False
17,2016-10-24 11:30:04.150000,20161024113000_iter1,-83,-208.51663477506574,208.51663477506574,False,False,False
18,2016-10-24 11:30:04.100000,20161024113000_iter1,-82,-211.27800714374627,211.27800714374627,False,False,False
19,2016-10-24 11:30:04.050000,20161024113000_iter1,-81,-214.24331991909116,214.24331991909116,False,False,False
20,2016-10-24 11:30:04,20161024113000_iter1,-80,-216.6171791884255,216.6171791884255,False,False,False
21,2016-10-24 11:30:03.950000,20161024113000_iter1,-79,-218.85134063874767,218.85134063874767,False,False,False
22,2016-10-24 11:30:03.900000,20161024113000_iter1,-78,-218.9964414325184,218.9964414325184,False,False,False
23,2016-10-24 11:30:03.850000,20161024113000_iter1,-77,-219.36757657851177,219.36757657851177,False,False,False
24,2016-10-24 11:30:03.800000,20161024113000_iter1,-76,-222.0448082116191,222.0448082116191,False,False,False
25,2016-10-24 11:30:03.750000,20161024113000_iter1,-75,-225.0678086268152,225.0678086268152,False,False,False
26,2016-10-24 11:30:03.700000,20161024113000_iter1,-74,-227.91359781229076,227.91359781229076,False,False,False
27,2016-10-24 11:30:03.650000,20161024113000_iter1,-73,-230.1588762622619,230.1588762622619,False,False,False
28,2016-10-24 11:30:03.600000,20161024113000_iter1,-72,-232.4728680916532,232.4728680916532,False,False,False
29,2016-10-24 11:30:03.550000,20161024113000_iter1,-71,-236.69214140317973,236.69214140317973,False,False,False
30,2016-10-24 11:30:03.500000,20161024113000_iter1,-70,-239.137256678369,239.137256678369,False,False,False
31,2016-10-24 11:30:03.450000,20161024113000_iter1,-69,-239.52441525961743,239.52441525961743,False,False,False
32,2016-10-24 11:30:03.400000,20161024113000_iter1,-68,-241.75871090219823,241.75871090219823,False,False,False
33,2016-10-24 11:30:03.350000,20161024113000_iter1,-67,-244.78637801221674,244.78637801221674,False,False,False
34,2016-10-24 11:30:03.300000,20161024113000_iter1,-66,-246.86583493490647,246.86583493490647,False,False,False
35,2016-10-24 11:30:03.250000,20161024113000_iter1,-65,-249.76775521205295,249.76775521205295,False,False,False
36,2016-10-24 11:30:03.200000,20161024113000_iter1,-64,-253.4770698922337,253.4770698922337,False,False,False
37,2016-10-24 11:30:03.150000,20161024113000_iter1,-63,-255.3224639406158,255.3224639406158,False,False,False
38,2016-10-24 11:30:03.100000,20161024113000_iter1,-62,-255.9653030508038,255.9653030508038,False,False,False
39,2016-10-24 11:30:03.050000,20161024113000_iter1,-61,-257.26635719062944,257.26635719062944,False,False,False
40,2016-10-24 11:30:03,20161024113000_iter1,-60,-259.669712224137,259.669712224137,False,False,False
41,2016-10-24 11:30:02.950000,20161024113000_iter1,-59,-263.1375739300154,263.1375739300154,False,False,False
42,2016-10-24 11:30:02.900000,20161024113000_iter1,-58,-265.4683750247832,265.4683750247832,False,False,False
43,2016-10-24 11:30:02.850000,20161024113000_iter1,-57,-268.8215704536594,268.8215704536594,False,False,False
44,2016-10-24 11:30:02.800000,20161024113000_iter1,-56,-271.6483760229116,271.6483760229116,False,False,False
45,2016-10-24 11:30:02.750000,20161024113000_iter1,-55,-273.3186569215595,273.3186569215595,False,False,False
46,2016-10-24 11:30:02.700000,20161024113000_iter1,-54,-275.2117238900726,275.2117238900726,False,False,False
47,2016-10-24 11:30:02.650000,20161024113000_iter1,-53,-276.1863161153386,276.1863161153386,False,False,False
48,2016-10-24 11:30:02.600000,20161024113000_iter1,-52,-277.7086860455098,277.7086860455098,False,False,False
49,2016-10-24 11:30:02.550000,20161024113000_iter1,-51,-280.70969958741756,280.70969958741756,False,False,False
50,2016-10-24 11:30:02.500000,20161024113000_iter1,-50,-283.40177115797536,283.40177115797536,False,False,False
51,2016-10-24 11:30:02.450000,20161024113000_iter1,-49,-284.7005555861654,284.7005555861654,False,False,False
52,2016-10-24 11:30:02.400000,20161024113000_iter1,-48,-288.16014777382156,288.16014777382156,False,False,False
53,2016-10-24 11:30:02.350000,20161024113000_iter1,-47,-292.0891746114758,292.0891746114758,False,False,False
54,2016-10-24 11:30:02.300000,20161024113000_iter1,-46,-296.06922781780713,296.06922781780713,False,False,False
55,2016-10-24 11:30:02.250000,20161024113000_iter1,-45,-298.6159424020553,298.6159424020553,False,False,False
