,index,segment_name,shift,cov,cov_abs,flag_peak_max_cov_abs,flag_peak_auto,flag_instantaneous_default_lag
0,2016-10-24 12:30:00.800000,20161024123000_iter2,-16,-205.39853028003535,205.39853028003535,False,False,False
1,2016-10-24 12:30:00.750000,20161024123000_iter2,-15,-206.90811978571028,206.90811978571028,False,False,False
2,2016-10-24 12:30:00.700000,20161024123000_iter2,-14,-210.66742306323027,210.66742306323027,False,False,False
3,2016-10-24 12:30:00.650000,20161024123000_iter2,-13,-213.9848129615597,213.9848129615597,False,False,False
4,2016-10-24 12:30:00.600000,20161024123000_iter2,-12,-215.93999242454288,215.93999242454288,False,False,False
5,2016-10-24 12:30:00.550000,20161024123000_iter2,-11,-216.17166631537216,216.17166631537216,False,False,False
6,2016-10-24 12:30:00.500000,20161024123000_iter2,-10,-214.88274982488977,214.88274982488977,False,False,False
7,2016-10-24 12:30:00.450000,20161024123000_iter2,-9,-214.97987822845872,214.97987822845872,False,False,False
8,2016-10-24 12:30:00.400000,20161024123000_iter2,-8,-217.1656361595341,217.1656361595341,False,False,False
9,2016-10-24 12:30:00.350000,20161024123000_iter2,-7,-216.76087017796246,216.76087017796246,False,False,False
10,2016-10-24 12:30:00.300000,20161024123000_iter2,-6,-215.064810143146,215.064810143146,False,False,False
11,2016-10-24 12:30:00.250000,20161024123000_iter2,-5,-216.49800262054094,216.49800262054094,False,False,False
12,2016-10-24 12:30:00.200000,20161024123000_iter2,-4,-218.65095949468812,218.65095949468812,False,False,False
13,2016-10-24 12:30:00.150000,20161024123000_iter2,-3,-222.0238336606804,222.0238336606804,False,False,False
14,2016-10-24 12:30:00.100000,20161024123000_iter2,-2,-224.6288747147065,224.6288747147065,False,False,False
15,2016-10-24 12:30:00.050000,20161024123000_iter2,-1,-228.5509691641805,228.5509691641805,False,False,False
16,,20161024123000_iter2,0,-229.39717368600742,229.39717368600742,True,True,False
17,,20161024123000_iter2,1,-228.48570521312135,228.48570521312135,False,False,False
18,,20161024123000_iter2,2,-227.15519715752632,227.15519715752632,False,False,False
19,,20161024123000_iter2,3,-224.5346749654831,224.5346749654831,False,False,False
20,,20161024123000_iter2,4,-221.48647204217892,221.48647204217892,False,False,False
21,,20161024123000_iter2,5,-218.25743123438338,218.25743123438338,False,False,False
22,,20161024123000_iter2,6,-216.7750934673266,216.7750934673266,False,False,False
23,,20161024123000_iter2,7,-218.87986646353798,218.87986646353798,False,False,False
24,,20161024123000_iter2,8,-220.22600542548983,220.22600542548983,False,False,False
